Abayhan,آبایخان
Buket,بوكت
Bülbül,بلبل
Bülbül,بولبول
Büldan,بولدان
Burçak,بورچاق
Bürçin,بورچین
Burcu,بورجو
Bürgü,بورگو
Bürran,بران
Bürümcek,بورومجك
Buse,بوسه
Büşra,بشرا
Büte,بوته
Çağla,چاغله
Çağnur,چاغنور
Çağrınur,چاغری نور
Cahide,جاهده
Caize,جائزه
Calibe,جالیبه
Çalıkuşu,چالیقوشی
Canane,جانانه
Canan,جانان
Cana,جانه
Canaş,جاناش
Canfeda,جانفدا
Canfes,جانفس
Canfeza,جانفضا
Canfidan,جانفدان
Canfide,جانفده
Cangül,جانگل
Canhanım,جانخانم
Canik,جانیك
Canipek,جان ایپك
Canıpek,جانیبك
Cankız,جانقیز
Canözen,جان اوزن
Canözlem,جان اوزلم
Canperver,جانپرور
Canrüba,جانروبا
Canses,جانسس
Cansever,جانسور
Cansev,جانسو
Cansu,جانصو
Canten,جانتن
Cavidan,جاودان
Cazibe,جازیبه
Cedide,جدیده
Celile,جلیله
Cemile,جمیله
Ceminur,جمینور
Cemre,جمره
Cennet,جنت
Ceren,جرن
Çeşminaz,چشم ناز
Cevriye,جورییه
Cevza,جوزا
Ceydahan,جیداخان
Ceyda,جیدا
Çeyiz,جهز
Ceylân,جیلان
Çiçek,چیچك
Çiğdem,چیگدم
Cihanbanu,جهان بانو
Cihanfer,جهانفر
Cihangül,جهانگل
Çilek,چیلك
Çilen,چیلن
Çilenti,چیلنتی
Çiler,چیلر
Çilhanım,چیلخانم
Çilhan,چیلخان
Cilvekâr,جلوه كار
Cilvenaz,جلوه ناز
Cilvesaz,جلوه ساز
Çimen,چیمن
Çimnaz,چیمناز
Çisen,چیسن
Çisil,چیسیل
Çitlembik,چیتلنبیك
Çobanyıldızı,چوبان ییلدیزی
Cudiye,جودییه
Daime,دائمه
Damla,طمله
Damla,دامله
Dayahatun,دایه خاتون
Daya,دایه
Daye,دایه
Define,دفینه
Defne,دفنه
Dehan,دهان
Demet,دمت
Demhoş,دمخوش
Deryanur,دریانور
Destegül,دسته گل
Deste,دسته
Diba,دیبا
Diclehan,دجله خان
Dicle,دجله
Didar,دیدار
Didem,دیدم
Dilân,دیلان
Dila,دیلا
Dilâ,دیلا
Dilara,دلآرا
Dilara,دل آرا
Dilâra,دلآرا
Dilâra,دل آرا
Dilâşup,دل آشوب
Dilay,دلای
Dilbaz,دلباز
Dilbent,دلبند
Dilber,دلبر
Dilbeste,دلبسته
Dilbu,دلبو
Dildade,دلداده
Dildar,دلدار
Dilderen,دلدرن
Dilefruz,دل افروز
Dilege,دل اگه
Dilek,دیلك
Dilem,دیلم
Dilferah,دلفراح
Dilfeza,دلفضا
Dilfigâr,دلفگار
Dilfiruz,دلفیروز
Dilhan,دلخان
Dilhayat,دلحیات
Dilhun,دلخون
Dilhuş,دلخوش
Dilman,دیلمان
Dilnişin,دلنیشین
Dilnur,دلنور
Dilrüba,دلروبا
Dilsafa,دلصفا
Dilşah,دیلشاه
Dilşat,دلشاد
Dilsaz,دلساز
Dilşen,دلشن
Dilşikâr,دلشیكار
Dilsitan,دلستان
Dilsuz,دلسوز
Dirahşan,دراخ شان
Dirayet,درایت
Doğanbike,طوغان بیكه
Doğannur,طوغان نور
Doğay,طوغای
Domurcuk,طومورجق
Döndü,دوندو
Döne,دونه
Dönüş,دونوش
Dudubikem,دودوبیكم
Duduhan,دودوخان
Dudu,دودو
Duhan,دخان
Duhter,دوختر
Durcan,دورجان
Dürdane,دوردانه
Dürefşan,درافشان
Düri,دوری
Düriye,دوریه
Durkadın,دورقادین
Durkız,دورقیز
Dürnev,دورنو
Dürrüşehvar,درشهوار
Dursune,طورسونه
Durugül,طوروگل
Durukadın,طوروقادین
Duşize,دوشیزه
Duygun,طویغون
Duysal,طویسال
Duysal,دویسال
Ebru,ابرو
Ecegül,اجه گل
Ece,اجه
Ecenur,اجه نور
Edadil,ادادل
Edagül,اداگل
Eda,ادا
Edibe,ادیبه
Edis,ادیز
Efsun,افسون
Efza,افزا
Egenur,اگه نور
Ehil,اهل
Ekin,اكین
Elaldı,ال آلدی
Elâ,الا
Elânur,الانور
Elbirle,البیرله
Elbirlik,البرلك
Elçim,الچیم
Elife,الفه
Elif,الف
Elik,الیك
Elmas,الماس
Elveda,الوداع
Emel,أمل
Emetullah,أمدالله
Emine,أمینه
Emoş,أموش
Emriye,أمریه
Enfes,أنفس
Enise,أنیسه
Erçil,ارچیل
Erdemay,اردمای
Erdibikem,اردیبیكم
Erdibike,اردیبیكه
Erendiz,أرندیز
Erengül,أرنگل
Erengün,أرنگون
Ergem,أرگم
Erge,أرگه
Erguvan,ارغوان
Eribe,اریبه
Erişen,اریشن
Ermiye,ارمییه
Erna,أرنا
Ervin,أروین
Eşay,أشای
Esengül,اسنگل
Esengün,اسنگون
Eşe,اشه
Esergül,اثرگل
Eşim,اشیم
Eşin,اشین
Esmahan,اسماخان
Esma,اسما
Esmeray,اسمرای
Esmer,اسمر
Esna,اثنا
Esra,اسرا
Etike,أتیكه
Etik,أتیك
Evdegül,أوده گل
Evecen,أوه جن
Evin,أوین
Evnur,أونور
Evrim,أوریم
Eylem,ایلم
Ezelî,ازلی
Ezel,ازل
Ezgin,ازگین
Ezgi,ازگی
Fadik,فادك
Fadıla,فاضله
Fadile,فاضله
Fadime,فاطمه
Fadim,فاطم
Fahime,فاهمه
Fahime,فخیمه
Fahire,فاخره
Fahriye,فخریه
Fahrünnisa,فحر النسا
Faika,فائقه
Faize,فائزه
Fakihe,فقیهه
Fâkihe,فاكهه
Fariha,فاریحه
Farise,فارسه
Fasihe,فصیحه
Fatine,فاتنه
Fatmagül,فاطمه گل
Fatma,فاطمه
Fatmanur,فاطمه نور
Fato,فاطو
Fatoş,فاطوش
Fazıla,فاضله
Fazıla,فضیله
Fazilet,فضیلت
Fecir,فجر
Fecriye,فجریه
Fehime,فهمه
Fehime,فهیمه
Fehmiye,فهمیه
Fekahet,فكاحت
Fenniye,فنیه
Ferahet,فراهت
Ferahfeza,فراح فزا
Ferahnisa,فراحنسا
Ferahnüma,فراحنما
Ferahnur,فراحنور
Ferahru,فراحرو
Feraset,فراست
Feraye,فرایه
Ferdane,فردانه
Ferdaniye,فردانیه
Ferdiye,فردیه
Fergün,فرگون
Ferhunde,فرخنده
Feribe,فریبه
Ferican,فریجان
Feride,فریده
Feriha,فریحه
Feri,فری
Feriser,فریسر
Ferişte,فریشته
Fermude,فرموده
Fernur,فرنور
Feruze,فروزه
Ferve,فروه
Feryal,فریال
Ferzane,فرزانه
Fetanet,فطانت
Fethiye,فتحیه
Fevziye,فوزیه
Feyza,فیضا
Feyziye,فیضیه
Fezanur,فضانور
Fidangül,فدانگل
Fidan,فدان
Fide,فیده
Figan,فغان
Figen,فگن
Fikir,فكر
Fikriye,فكریه
Filbahar,فی البهار
Filiz,فلیز
Firaz,فراز
Firdevs,فردوس
Firkat,فرقت
Firuzan,فروزان
Firuze,فیروزه
Fitnat,فطنت
Fıtnat,فطنت
Fügen,فگن
Ful,فول
Fulya,فولیه
Funda,فونده
Füruzan,فروزان
Füruzende,فروزنده
Füsunkâr,فسونكار
Füsun,فسون
Galibe,غالبه
Gamze,غمزه
Ganime,غنیمه
Ganimet,غنیمت
Ganiye,غانیه
Garibe,غریبه
Gaye,غایه
Gazale,غزاله
Gelenay,گلنای
Gelengül,گلنگل
Gelincik,گلینجك
Gelinkız,گلینقیز
Gelin,گلین
Gevher,گوهر
Gezer,گزر
Girizan,گریزان
Gizem,گیزم
Göğünç,گوگونچ
Gökben,گوكبن
Gökçem,گوكچم
Gökçen,گوكچن
Gökçe,گوكچه
Gökduman,گوكدومان
Göknil,گوكنیل
Gök,گوك
Gökperi,گوكپری
Gökşan,گوكشان
Gökselen,گوكسلن
Göksun,گوكصون
Göksu,گوكصو
Gölge,گولگه
Goncafem,غنجه فم
Goncafer,غنجه فر
Goncagül,غنجه گل
Gonca,غنجه
Goncater,غنجه تر
Gonce,غنجه
Gönülay,گوڭل آی
Gönülden,گوڭلدن
Gönül,گوڭل
Görez,گورز
Görsev,گورسو
Gövem,گووم
Gözalan,گوز آلان
Gözal,گوزال
Gözde,گوزده
Gözenç,گوزنچ
Göze,گوزه
Gözlem,گوزلم
Güfte,گفته
Güher,گهر
Gülaç,گلآچ
Gülaçtı,گلآچدی
Gülâfet,گولافت
Gülal,گلآل
Gülân,گلآن
Gülara,گلآرا
Gülaslı,گلاصلی
Gülasya,گلآسیه
Gülâver,گلآور
Gülaydın,گلآیدین
Gülayım,گلآییم
Gülay,گلای
Gülayşe,گل عائشه
Gülbadem,گلبادم
Gülbağ,گلباغ
Gülbahar,گلبهار
Gülbanu,گلبانو
Gülbeden,گلبدن
Gülbende,گلبنده
Gülbeniz,گلبڭز
Gülben,گلبن
Gülberk,گلبرك
Gülbeşeker,گلبه شكر
Gülbeyaz,گلبیاز
Gülbikem,گلبیكم
Gülbike,گلبیكه
Gülbil,گلبیل
Gülbin,گلبین
Gülbitti,گلبیتدی
Gülbiz,گلبیز
Gülboy,گلبوی
Gülbün,گلبون
Gülbu,گلبو
Gülbüz,گلبوز
Gülcanan,گلجانان
Gülcan,گلجان
Gülçehre,گلچهره
Gülcemal,گلجمال
Gülce,گلجه
Gülçe,گلچه
Gülçiçek,گلچیچك
Gülcihan,گلجهان
Gülçimen,گلچیمن
Gülçin,گلچین
Gülçün,گلچون
Güldalı,گلدالی
Güldal,گلدال
Güldane,گلدانه
Güldan,گلدان
Güldeğer,گلدگر
Güldehan,گلدهان
Güldehen,گلدهن
Güldemet,گلدمت
Güldem,گلدم
Güldeniz,گلدڭیز
Gülden,گلدن
Güldenur,گلده نور
Gülderen,گلدرن
Güldermiş,گلدرمش
Gülder,گلدر
Güldeste,گلدسته
Güldilek,گلدیلك
Güldöne,گلدونه
Güldünya,گلدونیا
Güldüren,گولدیرن
Gülebetin,گوله بتین
Gülece,گل اجه
Güleda,گل ادا
Gülefşan,گل افشان
Gülenay,گولنای
Gülendam,گل اندام
Gülender,گولندر
Gülengübin,گولنگوبین
Gülengül,گولنگل
Gülen,گولن
Gülennur,گولننور
Güleray,گولرآی
Gülercan,گولرجان
Güleren,گول أرن
Güler,گولر
Gülersin,گولرسین
Gülesen,گل اسن
Güleser,گل أثر
Gülesin,گل اسین
Gülev,گلو
Gülfam,گلفام
Gülfeda,گلفدا
Gülfem,گلفم
Gülferah,گلفراح
Gülfer,گلفر
Gülfeşan,گلفشان
Gülfeza,گلفضا
Gülfidan,گلفدان
Gülfide,گلفیده
Gülgen,گلگن
Gülgez,گلگز
Gülgonca,گلغنجه
Gülgönül,گلگوڭل
Gülgûne,گلگونه
Gülgüney,گلگونی
Gülgûn,گلگون
Gülgün,گلگون
Gülgüzel,گلگوزل
Gülhanım,گلخانم
Gülhatır,گلخاطر
Gülhatun,گلخاتون
Gülhayat,گلحیات
Gülhiz,گلخیز
Gülhuri,گلحوری
Gülinaz,گلیناز
Gülinci,گلینجی
Gülipek,گلیپك
Gülistan,گلیستان
Gülizar,گلعذار
Güliz,گلعیز
Güliz,گلیز
Gülkadın,گلقادین
Gülkız,گلقیز
Güllühan,گللوخان
Güllü,گللو
Güllüşah,گللوشاه
Güllüşan,گللوشان
Gülmisal,گلمثال
Gülmüş,گوموش
Gülnare,گلناره
Gülnar,گلنار
Gülnazik,گلنازك
Gülneşe,گلنشئه
Gülnihal,گلنهال
Gül,گل
Gülnur,گلنور
Gülnuş,گلنوش
Gülören,گلورن
Gülören,گل اورن
Gülözer,گلوزر
Gülözer,گل اوزر
Gülöz,گلوز
Gülpembe,گلپنبه
Gülperi,گلپری
Gülrenk,گلرنك
Gülriz,گلریز
Gülruh,گلروح
Gülru,گلرو
Gülşadiye,گلشادیه
Gülşad,گلشاد
Gülşah,گلشاه
Gülsalın,گلصالڭ
Gülsanem,گلسانم
Gülsan,گلسان
Gülşan,گلشان
Gülsay,گلصای
Gülsefa,گلصفا
Gülşehri,گلشهری
Gülşeker,گلشكر
Gülselin,گلسلین
Gülseli,گلسلی
Gülsel,گلسل
Gülsema,گلسما
Gülsemin,گلسمین
Gülsen,گلسن
Gülşen,گلشن
Gülşeref,گلشرف
Gülseren,گلسرن
Gülşerif,گلشریف
Gülserim,گلسریم
Gülser,گلسر
Gülseven,گلسون
Gülsever,گلسور
Gülsevil,گلسویل
Gülsevin,گلسوین
Gülsevi,گلسوی
Gülsev,گلسو
Gülsezer,گلسزر
Gülsezin,گلسزین
Gülsima,گلسیما
Gülsimin,گلسیمین
Gülsim,گلسیم
Gülsinem,گلسینم
Gülsüme,گلسومه
Gülsüm,گلسوم
Gülsunam,گلصونام
Gülsunan,گلصونان
Gülsuna,گلصونه
Gülsunar,گلصونار
Gülsün,گلسون
Gülsu,گلصو
Gültab,گلتاب
Gültaç,گلتاج
Gültane,گلطانه
Gültaze,گلتازه
Gülten,گلتن
Gülter,گلتر
Gültop,گلطوپ
Gülümay,گلومای
Gülüm,گلوم
Gülümşen,گلومشن
Gülümser,گلومسر
Gülüş,گلوش
Gülüstü,گلوستو
Gülveren,گلویرن
Gülver,گلور
Gülyüz,گلیوز
Gülzar,گلزار
Gülzemin,گلزمین
Gülziba,گلزیبا
Gümüşhatun,گوموشخاطون
Günana,گونانه
Günbatu,گونباتو
Günçiçeği,گونچیچگی
Günçiçek,گونچیچك
Günebakan,گونه باقان
Günerim,گونریم
Güneşhanım,گونشخانم
Güneş,گونش
Günfer,گونفر
Güngül,گونگل
Günnar,گوننار
Günnaz,گونناز
Günşah,گونشاه
Günseli,گونسلی
Günsenin,گونسنین
Günseren,گونسرن
Günsili,گونسیلی
Günsu,گونصو
Günten,گونتن
Gurbet,غربت
Gürel,گورل
Gürselin,گورسلین
Gürsen,گورسن
Gürşen,گورشن
Gürses,گورسس
Gürsevil,گورسویل
Gürsev,گورسو
Gürten,گورتن
Güvenay,گوونای
Güvercin,گوگرجین
Güzay,گوزای
Güzelay,گوزلای
Güzelcan,گوزلجان
Güzelce,گوزلجه
Güzel,گوزل
Güze,گوزه
Güzey,گوزی
Güzide,گوزیده
Güzinay,گوزینای
Güzingül,گوزین گل
Güzin,گوزین
Güz,گوز
Hacergül,حجرگل
Hacer,حجر
Hacıgül,حاجی گل
Hacıhanım,حاجیخانم
Hacıkadın,حاجیقادین
Hadiye,هادیه
Hadra,حضرا
Hafide,خفیده
Hafıza,حافظه
Hafize,حفیظه
Hâkime,حاكمه
Halâvet,حلاوت
Hale,هاله
Hale,خاله
Halenur,خاله نور
Halide,خالده
Halide,خلیده
Halile,حلیله
Halime,حلیمه
Hâlinur,حالینور
Halise,خالصه
Halise,خلیسه
Hamdiye,حمدیه
Hamide,حمیده
Hamide,خمیده
Hamise,خامسه
Hamiye,حامییه
Hamiyet,حمیت
Hamra,حمرا
Hanbeğendi,خان بگندی
Hanbegüm,خانبگوم
Hanbiken,خانبیكن
Hanbike,خانبیكه
Handan,خندان
Hande,خنده
Hanife,حنیفه
Hanımkız,خانمقیز
Hanım,خانم
Hankız,خانقیز
Hansultan,خانسلطان
Hanüman,خانمان
Harbiye,حربیه
Hare,خاره
Harika,خارقه
Hasay,حصای
Hasene,حسنه
Hasgül,حصگل
Hasibe,حسیبه
Haskız,حصقیز
Hasna,حسنا
Hatice,خدیجه
Haticenur,خدیجه نور
Hatife,هاتفه
Hatime,خاتمه
Hatıra,خاطره
Hatunana,خاتونآنه
Hatun,خاتون
Hava,هوا
Haver,خاور
Havva,حوا
Hayal,خیال
Hayat,حیات
Hayırgül,خیرگل
Hayriye,خیریه
Hayrunnisa,خیرالنسا
Hayrünnisa,خیرالنسا
Hazal,حزال
Hazan,خزان
Hazan,هزان
Hazel,خزل
Hazime,هاضمه
Hazine,خزینه
Hazin,حزین
Hediye,هدیه
Hemta,همتا
Hepgül,هپگل
Hepşen,هپشن
Heves,هوس
Hicran,هجران
Hıfziye,حفظییه
Hilâl,هلال
Hilmiye,حلمیه
Hıraman,خرامان
Hoşeda,خوش ادا
Hoşfidan,خوش فدان
Hoşkadem,خوش قدم
Hoşnigâr,خوش نگار
Hoşnur,خوشنور
Hoşnut,خوشنود
Hoşsel,خوشسل
Hoşsen,خوشسن
Hoşses,خوشسس
Hoşsun,خوشصون
Hoşten,خوشتن
Huban,خبان
Huceste,خجسته
Hüceste,خجسته
Hükminaz,حكم ناز
Hükmiye,حكمیه
Hulkiye,خلقیه
Hulya,خولیا
Hülya,خولیا
Hüma,هما
Hümeyra,حمیرا
Hürgül,حرگل
Hurican,حوری جان
Huri,حوری
Hurisel,حوریسل
Huriser,حوریسر
Huriye,حوریه
Hürmüz,هرمز
Hürnaz,حورناز
Hurrem,خرم
Hürrem,خرم
Hürsen,حورسن
Hürşen,حورشن
Hurşide,حورشیده
Hüsna,حسنا
Hüsne,حسنه
Hüsniye,حسنیه
Hüsnügül,حسنی گل
Hüsnügüzel,حسن گوزل
Hüsnühâl,حسن حال
Hüsnüye,حسنیه
Hüsün,حسن
Hüveyda,هویدا
Hüzzam,حزام
İba,ابا
İbili,ابلی
İçimbike,ایچیمبیكه
İçim,ایچیم
İclâl,اجلال
İdil,ایدیل
İfakat,افاقت
İklil,اكلیل
İlayda,ایلایده
İlay,ایلای
İlbike,ایلبكه
İlden,ایلدن
İlginay,ایلگینای
Ilgın,ایلغین
İlgül,ایلگل
İlkbahar,ایلكبهار
İlkbal,ایلكبال
İlkcan,ایلكجان
İlkgül,ایلكگل
İlkışık,ایلك ایشیق
İlknaz,ایلكناز
İlknur,ایلكنور
İlksel,ایلكسل
İlksen,ایلكسن
İlkşen,ایلكشن
İlksev,ایلكسو
İlkyaz,ایلكياز
İlmiye,علمیه
İlşen,ایلشن
İmbat,انبات
İmece,ایمه جه
İme,ایمه
İmge,ایمگه
İnciden,اینجیدن
İncifem,اینجیفم
İncifer,اینجیفر
İncigül,اینجیگل
İncilâ,اینجیلا
İncilây,اینجیكلای
İnci,اینجی
İncinur,اینجینور
İncisel,اینجیسل
İnciser,اینجیسر
İnsaf,انساف
İpar,ایپار
İpekel,ایپك أل
İpek,ایپك
İpekten,ایپكتن
Iraz,عراض
Iraz,ایراز
İrem,ایرم
İrfaniye,عرفانیه
İrgün,ایرگون
Irısgül,ایرسگل
İris,ایرس
Irmak,ایرماق
İsabet,اصابت
İsenbike,ایسن بیكه
İsenkutluğ,ایسن قوتلوغ
İsen,ایسن
Işılay,ایشیلای
Işıldar,ایشیلدار
Işıl,ایشیل
Işım,ایشیم
Işınay,ایشینای
Işınbike,ایشینبیكه
Işın,ایشین
Işınsal,ایشینسال
Işıt,ایشیت
İslimî,اسلیمی
İslim,اسلیم
İsmican,اسمیجان
İsmigül,اسمیگل
İsmihan,اسمیخان
İsminaz,اسمیناز
İsminur,اسمینور
İşvekâr,عشوه كار
İtibar,اعتبار
Itır,عطر
İzel,ایزل
İzgül,ایزگل
İzgün,ایزگون
Jale,ژاله
Jülide,ژولیده
Kadife,قدیفه
Kadime,قدیمه
Kadınana,قادینانه
Kadıncık,قادینجق
Kadın,قادین
Kadire,قادره
Kadire,قدیره
Kadriye,قدریه
Kamer,قمر
Kamertab,قمرتاب
Kâmile,كامله
Kaniye,كانیه
Karadut,قره طوت
Karakız,قره قیز
Karanfil,قرنفل
Kardan,قاردان
Kardelen,قاردلن
Karsel,قارسل
Karyağdı,قاریاغدی
Kâşife,كاشفه
Kâtibe,كاتبه
Katun,قاطون
Kaymak,قایماق
Kâzime,كاظمه
Kebire,كبیره
Kebuter,كبوتر
Kekik,ككیك
Keklik,ككلیك
Kelebek,كله بك
Keriman,كریمان
Kerime,كریمه
Keşfiye,كشفیه
Kevser,كوثر
Kezban,كذبان
Keziban,كذبان
Kibare,كباره
Kibariye,كباریه
Kiçkinebike,كیچكینه بیكه
Kifayet,كفایت
Kimya,كیمیا
Kiraz,كیراز
Kırçiçek,قیرچیچك
Kıymet,قیمت
Kızhanım,قیزخانم
Kızımay,قیزیمای
Kızkına,قیزقنا
Koncagül,قونجه گل
Konca,قونجه
Konçuy,قونچوی
Körpe,كورپه
Kösem,كوسم
Kübra,كبرا
Kudsiye,قدسیه
Kuğu,قوغو
Kukus,قوقوص
Kulan,قولان
Kumral,قومرال
Kumriye,قومریه
Kumru,قومرو
Kumru,قومری
Kurtuluş,قورتولوش
Kutal,قوتال
Kutan,قوتان
Kutbiye,قطبیه
Kutgün,قوتگون
Kutlay,قوتلای
Kutluay,قوتلوآی
Kutsalan,قوتسالان
Kutsalar,قوتسالار
Kutsal,قوتسال
Kutsan,قوتسان
Kutseli,قوتسلی
